year,countyfp,source_precinct,method,dst_countyfp,dst_vtd,weight
2000,001,000010,historical_vtd_block_chain,001,000010,0.978260869565
2000,001,000010,historical_vtd_block_chain,001,000040,0.021739130435
2000,001,000020,historical_vtd_block_chain,001,000020,0.850270397364
2000,001,000020,historical_vtd_block_chain,001,000070,0.149729602636
2000,001,000030,historical_vtd_block_chain,001,000030,1.000000000000
2000,001,000040,historical_vtd_block_chain,001,000040,1.000000000000
2000,001,000050,historical_vtd_block_chain,001,000050,0.999769060639
2000,001,000050,historical_vtd_block_chain,001,000070,0.000230939361
2000,001,000060,historical_vtd_block_chain,001,000060,0.911141134976
2000,001,000060,historical_vtd_block_chain,001,000390,0.088858865024
2000,001,000070,historical_vtd_block_chain,001,000020,0.000001760945
2000,001,000070,historical_vtd_block_chain,001,000070,0.984565489492
2000,001,000070,historical_vtd_block_chain,001,000370,0.007909169346
2000,001,000070,historical_vtd_block_chain,001,000450,0.007299270073
2000,001,000070,historical_vtd_block_chain,001,000460,0.000224310144
2000,001,000080,historical_vtd_block_chain,001,000078,0.484272064844
2000,001,000080,historical_vtd_block_chain,001,000082,0.499783191386
2000,001,000080,historical_vtd_block_chain,001,000270,0.007575757576
2000,001,000080,historical_vtd_block_chain,001,000320,0.008368986195
2000,001,000090,historical_vtd_block_chain,001,000090,0.964792696101
2000,001,000090,historical_vtd_block_chain,001,000100,0.035172832021
2000,001,000090,historical_vtd_block_chain,001,000360,0.000034471878
2000,001,000100,historical_vtd_block_chain,001,000090,0.062077363219
2000,001,000100,historical_vtd_block_chain,001,000100,0.937922636781
2000,001,000110,historical_vtd_block_chain,001,000070,0.029122183963
2000,001,000110,historical_vtd_block_chain,001,000110,0.970877816037
2000,001,000120,historical_vtd_block_chain,001,000120,0.982367994670
2000,001,000120,historical_vtd_block_chain,001,000190,0.000966277985
2000,001,000120,historical_vtd_block_chain,001,000210,0.004760965440
2000,001,000120,historical_vtd_block_chain,001,000240,0.011904761905
2000,001,000130,historical_vtd_block_chain,001,000130,0.866666638520
2000,001,000130,historical_vtd_block_chain,001,000140,0.106666694816
2000,001,000130,historical_vtd_block_chain,001,000230,0.026666666664
2000,001,000140,historical_vtd_block_chain,001,000140,0.999962597666
2000,001,000140,historical_vtd_block_chain,001,000240,0.000037402334
2000,001,000150,historical_vtd_block_chain,001,000150,1.000000000000
2000,001,000160,historical_vtd_block_chain,001,000160,0.999370838283
2000,001,000160,historical_vtd_block_chain,001,000270,0.000629161717
2000,001,000170,historical_vtd_block_chain,001,000170,0.999366280969
2000,001,000170,historical_vtd_block_chain,001,000270,0.000600787991
2000,001,000170,historical_vtd_block_chain,001,000280,0.000032931040
2000,001,000180,historical_vtd_block_chain,001,000020,0.009900990099
2000,001,000180,historical_vtd_block_chain,001,000110,0.000074354642
2000,001,000180,historical_vtd_block_chain,001,000180,0.990024655259
2000,001,000190,historical_vtd_block_chain,001,000190,0.978296286293
2000,001,000190,historical_vtd_block_chain,001,000280,0.021276595745
2000,001,000190,historical_vtd_block_chain,001,000320,0.000427117962
2000,001,000200,historical_vtd_block_chain,001,000200,0.998853900264
2000,001,000200,historical_vtd_block_chain,001,000330,0.000165771540
2000,001,000200,historical_vtd_block_chain,001,000340,0.000003738213
2000,001,000200,historical_vtd_block_chain,001,000385,0.000539913081
2000,001,000200,historical_vtd_block_chain,001,000390,0.000376584689
2000,001,000200,historical_vtd_block_chain,001,000480,0.000060092213
2000,001,000210,historical_vtd_block_chain,001,000210,1.000000000000
2000,001,000220,historical_vtd_block_chain,001,000210,1.000000000000
2000,001,000230,historical_vtd_block_chain,001,000130,0.010374046887
2000,001,000230,historical_vtd_block_chain,001,000210,0.018867924529
2000,001,000230,historical_vtd_block_chain,001,000230,0.970758028584
2000,001,000240,historical_vtd_block_chain,001,000140,0.001224154526
2000,001,000240,historical_vtd_block_chain,001,000240,0.998775845474
2000,001,000250,historical_vtd_block_chain,001,000240,1.000000000000
2000,001,000260,historical_vtd_block_chain,001,000150,0.004441884202
2000,001,000260,historical_vtd_block_chain,001,000260,0.995558115798
2000,001,000270,historical_vtd_block_chain,001,000078,0.001412553244
2000,001,000270,historical_vtd_block_chain,001,000082,0.001242448425
2000,001,000270,historical_vtd_block_chain,001,000160,0.000792268765
2000,001,000270,historical_vtd_block_chain,001,000270,0.995260395123
2000,001,000270,historical_vtd_block_chain,001,000280,0.001292334443
2000,001,000280,historical_vtd_block_chain,001,000280,1.000000000000
2000,001,000290,historical_vtd_block_chain,001,000290,0.995690674697
2000,001,000290,historical_vtd_block_chain,001,000310,0.004309325303
2000,001,000300,historical_vtd_block_chain,001,000290,0.963626451294
2000,001,000300,historical_vtd_block_chain,001,000460,0.036373548706
2000,001,000310,historical_vtd_block_chain,001,000290,0.010416666667
2000,001,000310,historical_vtd_block_chain,001,000310,0.979115068421
2000,001,000310,historical_vtd_block_chain,001,000490,0.010416666667
2000,001,000310,historical_vtd_block_chain,133,000280,0.000051598245
2000,001,000320,historical_vtd_block_chain,001,000078,0.005729513719
2000,001,000320,historical_vtd_block_chain,001,000082,0.039591256322
2000,001,000320,historical_vtd_block_chain,001,000270,0.000224973445
2000,001,000320,historical_vtd_block_chain,001,000320,0.954454256514
2000,001,000330,historical_vtd_block_chain,001,000200,0.018914358328
2000,001,000330,historical_vtd_block_chain,001,000330,0.700383887290
2000,001,000330,historical_vtd_block_chain,001,000340,0.280701754382
2000,001,000340,historical_vtd_block_chain,001,000330,0.071428571429
2000,001,000340,historical_vtd_block_chain,001,000340,0.928571428571
2000,001,000350,historical_vtd_block_chain,001,000100,0.000113501963
2000,001,000350,historical_vtd_block_chain,001,000350,0.999886498037
2000,001,000360,historical_vtd_block_chain,001,000090,0.000132602965
2000,001,000360,historical_vtd_block_chain,001,000360,0.999867397035
2000,001,000370,historical_vtd_block_chain,001,000180,0.000257074226
2000,001,000370,historical_vtd_block_chain,001,000370,0.999742925774
2000,001,000380,historical_vtd_block_chain,001,000380,0.993551187075
2000,001,000380,historical_vtd_block_chain,001,000390,0.001718413767
2000,001,000380,historical_vtd_block_chain,001,000440,0.004730399158
2000,001,000385,historical_vtd_block_chain,001,000380,0.012195121951
2000,001,000385,historical_vtd_block_chain,001,000385,0.987804878049
2000,001,000390,historical_vtd_block_chain,001,000060,0.012552272371
2000,001,000390,historical_vtd_block_chain,001,000380,0.018840221727
2000,001,000390,historical_vtd_block_chain,001,000390,0.961449973772
2000,001,000390,historical_vtd_block_chain,001,000440,0.007157532130
2000,001,000400,historical_vtd_block_chain,001,000400,0.989612063238
2000,001,000400,historical_vtd_block_chain,001,000427,0.010387936762
2000,001,000410,historical_vtd_block_chain,001,000410,0.998987865617
2000,001,000410,historical_vtd_block_chain,001,000425,0.000753991023
2000,001,000410,historical_vtd_block_chain,001,000427,0.000258143360
2000,001,000425,historical_vtd_block_chain,001,000425,0.964912280702
2000,001,000425,historical_vtd_block_chain,001,000427,0.035087719298
2000,001,000427,historical_vtd_block_chain,001,000260,0.000514898677
2000,001,000427,historical_vtd_block_chain,001,000427,0.999485101323
2000,001,000430,historical_vtd_block_chain,001,000432,0.547389946725
2000,001,000430,historical_vtd_block_chain,001,000434,0.063829239645
2000,001,000430,historical_vtd_block_chain,001,000436,0.388780266041
2000,001,000430,historical_vtd_block_chain,001,000460,0.000000547589
2000,001,000435,historical_vtd_block_chain,001,000432,0.343750000000
2000,001,000435,historical_vtd_block_chain,001,000434,0.656250000000
2000,001,000440,historical_vtd_block_chain,001,000380,0.001782157213
2000,001,000440,historical_vtd_block_chain,001,000390,0.035806094771
2000,001,000440,historical_vtd_block_chain,001,000440,0.962411748016
2000,001,000450,historical_vtd_block_chain,001,000070,0.014285714286
2000,001,000450,historical_vtd_block_chain,001,000450,0.985714285714
