countyfp,src_vtd,dst_countyfp,dst_vtd,weight,method
001,000010,001,000010,1.000000000000,census_block_relationship_count
001,000020,001,000020,1.000000000000,census_block_relationship_count
001,000030,001,000030,1.000000000000,census_block_relationship_count
001,000040,001,000010,0.003582063786,census_block_relationship_count
001,000040,001,000040,0.996417936214,census_block_relationship_count
001,000050,001,000050,1.000000000000,census_block_relationship_count
001,000060,001,000060,1.000000000000,census_block_relationship_count
001,000070,001,000070,1.000000000000,census_block_relationship_count
001,000080,001,000082,1.000000000000,census_block_relationship_count
001,000090,001,000090,1.000000000000,census_block_relationship_count
001,000100,001,000090,0.201834862385,census_block_relationship_count
001,000100,001,000100,0.798165137615,census_block_relationship_count
001,000110,001,000110,1.000000000000,census_block_relationship_count
001,000120,001,000120,1.000000000000,census_block_relationship_count
001,000130,001,000130,0.853658536586,census_block_relationship_count
001,000130,001,000140,0.146341463414,census_block_relationship_count
001,000140,001,000140,1.000000000000,census_block_relationship_count
001,000150,001,000150,1.000000000000,census_block_relationship_count
001,000160,001,000160,1.000000000000,census_block_relationship_count
001,000170,001,000170,1.000000000000,census_block_relationship_count
001,000180,001,000180,1.000000000000,census_block_relationship_count
001,000190,001,000190,1.000000000000,census_block_relationship_count
001,000200,001,000200,1.000000000000,census_block_relationship_count
001,000220,001,000210,1.000000000000,census_block_relationship_count
001,000230,001,000230,1.000000000000,census_block_relationship_count
001,000240,001,000240,1.000000000000,census_block_relationship_count
001,000260,001,000150,0.002914986507,census_block_relationship_count
001,000260,001,000260,0.997085013493,census_block_relationship_count
001,000270,001,000160,0.006557778298,census_block_relationship_count
001,000270,001,000270,0.993442221702,census_block_relationship_count
001,000280,001,000280,1.000000000000,census_block_relationship_count
001,000290,001,000290,0.974412534409,census_block_relationship_count
001,000290,001,000310,0.019298157415,census_block_relationship_count
001,000290,001,000460,0.006289308176,census_block_relationship_count
001,000310,001,000310,1.000000000000,census_block_relationship_count
001,000320,001,000320,1.000000000000,census_block_relationship_count
001,000330,001,000330,1.000000000000,census_block_relationship_count
001,000340,001,000340,1.000000000000,census_block_relationship_count
001,000350,001,000350,1.000000000000,census_block_relationship_count
001,000360,001,000360,1.000000000000,census_block_relationship_count
001,000370,001,000370,1.000000000000,census_block_relationship_count
001,000380,001,000380,1.000000000000,census_block_relationship_count
001,000385,001,000385,1.000000000000,census_block_relationship_count
001,000390,001,000380,0.015374538068,census_block_relationship_count
001,000390,001,000390,0.984625461932,census_block_relationship_count
001,000400,001,000400,0.958977300170,census_block_relationship_count
001,000400,001,000425,0.041022699830,census_block_relationship_count
001,000410,001,000410,1.000000000000,census_block_relationship_count
001,000425,001,000425,1.000000000000,census_block_relationship_count
001,000427,001,000427,1.000000000000,census_block_relationship_count
001,000430,001,000310,0.009373368903,census_block_relationship_count
001,000430,001,000432,0.534090909091,census_block_relationship_count
001,000430,001,000436,0.456535722006,census_block_relationship_count
001,000435,001,000432,0.367346938775,census_block_relationship_count
001,000435,001,000434,0.632653061225,census_block_relationship_count
001,000440,001,000380,0.001954724727,census_block_relationship_count
001,000440,001,000390,0.000000001003,census_block_relationship_count
001,000440,001,000440,0.998045274269,census_block_relationship_count
001,000450,001,000450,1.000000000000,census_block_relationship_count
001,000460,001,000460,1.000000000000,census_block_relationship_count
001,000480,001,000480,1.000000000000,census_block_relationship_count
001,000490,001,000310,0.044844419550,census_block_relationship_count
001,000490,001,000490,0.955155580450,census_block_relationship_count
001,000690,001,000010,0.500000000000,census_block_relationship_count
001,000690,001,000040,0.500000000000,census_block_relationship_count
001,00080A,001,000078,0.986111111111,census_block_relationship_count
001,00080A,001,000082,0.013888888889,census_block_relationship_count
003,000010,003,000010,1.000000000000,census_block_relationship_count
003,000021,003,000021,1.000000000000,census_block_relationship_count
003,000031,003,000031,1.000000000000,census_block_relationship_count
003,000050,003,000050,1.000000000000,census_block_relationship_count
003,000061,003,000061,1.000000000000,census_block_relationship_count
003,000081,003,000081,1.000000000000,census_block_relationship_count
003,000091,003,000091,1.000000000000,census_block_relationship_count
003,000101,003,000101,1.000000000000,census_block_relationship_count
003,000111,003,000111,1.000000000000,census_block_relationship_count
003,000121,003,000121,1.000000000000,census_block_relationship_count
003,000130,003,000130,1.000000000000,census_block_relationship_count
003,000140,003,000140,0.990886913011,census_block_relationship_count
003,000140,003,004640,0.009113086989,census_block_relationship_count
003,000151,003,000151,1.000000000000,census_block_relationship_count
