county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
ADAMS,ADAMS - 001010,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001010,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001020,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001020,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001030,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001030,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001260,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001040,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001010,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001260,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001040,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001010,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001050,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001050,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001060,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001060,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001070,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001070,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001320,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001320,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001080,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001090,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001090,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001100,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001100,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001110,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001130,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001110,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001130,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001120,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001120,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001130,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001130,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001140,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001140,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001150,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001150,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001160,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001160,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001170,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001180,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001170,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001180,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001180,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001180,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001190,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001190,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
ADAMS,ADAMS - 001200,Supreme Court Retention - J Michael Eakin,,YES,Yes,0,,,
ADAMS,ADAMS - 001200,Supreme Court Retention - J Michael Eakin,,NO,No,0,,,
